shooter_id,date,rifle_id,range_yd,mv_fps,mv_sd,wind_mph,wind_dir_deg,DA_ft,temp_F,pressure_inHg,rh_pct,group_moa,target_size_moa,shot_id,outcome,true_prob,rest_bipod,rest_offhand,rest_prone_bag,rest_tripod,range_sq,wind_sq,range_x_wind,group_x_range,range_x_target,wind_cross_mph,wind_head_mph
not josh,2025-09-26,7mmPRC,1000,2980.6,8.6,16.8,269,8889,58.7,25.11,18.0,0.9,1.0,2025-09-26-0200,0,0.2284,False,False,True,False,1000000,282.24,16800.0,900.0,1000.0,-0.29320042814636277,-16.797441278627375
not josh,2025-09-10,7mmPRC,500,3013.7,5.9,31.2,355,7993,61.2,24.67,25.6,0.88,2.0,2025-09-10-0247,1,0.5543,False,False,False,True,250000,973.4399999999999,15600.0,440.0,1000.0,31.08127458046246,-2.7192591737269396
josh,2025-10-02,6.5PRC,500,2745.1,8.6,38.7,198,7787,61.2,24.71,24.6,1.22,2.0,2025-10-02-0496,0,0.4703,False,False,True,False,250000,1497.6900000000003,19350.0,610.0,1000.0,-36.80588718062245,-11.95895768231046
josh,2025-09-21,7mmPRC,300,2982.2,10.6,26.4,68,7765,59.0,24.85,11.0,0.89,1.0,2025-09-21-0038,0,0.7383,False,False,False,True,90000,696.9599999999999,7920.0,267.0,300.0,9.889614066180075,24.477653760563186
josh,2025-10-03,6.5PRC,800,2757.4,6.5,27.6,214,7840,59.0,24.89,21.6,0.41,2.0,2025-10-03-0591,1,0.5047,False,False,True,False,640000,761.7600000000001,22080.0,328.0,1600.0,-22.881437002519153,-15.433724135792609
josh,2025-09-13,7mmPRC,500,2977.3,12.9,10.2,195,8070,61.5,25.2,15.8,0.72,0.75,2025-09-13-0310,1,0.7551,False,False,False,True,250000,104.03999999999999,5100.0,360.0,375.0,-9.852443428148495,-2.639954260045712
josh,2025-10-30,7mmPRC,600,3011.9,4.4,36.3,339,7894,61.5,24.75,10.4,0.65,0.5,2025-10-30-0163,1,0.4369,False,False,True,False,360000,1317.6899999999998,21780.0,390.0,300.0,33.88896948184841,-13.008756568494416
josh,2025-10-03,6.5PRC,500,2754.9,11.7,14.1,192,8015,61.7,24.55,18.3,1.23,0.75,2025-10-03-0239,0,0.5762,False,True,False,False,250000,198.81,7050.0,615.0,375.0,-13.791881170346658,-2.931554840530409
josh,2025-10-31,7mmPRC,500,2983.3,5.6,1.5,176,7824,61.7,25.0,14.4,1.16,0.75,2025-10-31-0424,1,0.876,False,False,False,False,250000,2.25,750.0,580.0,375.0,-1.4963460753897362,0.10463471061618829
josh,2025-11-04,6.5PRC,700,2737.1,10.7,24.6,114,7637,59.2,24.83,13.8,0.92,1.5,2025-11-04-0459,0,0.4767,False,False,False,False,490000,605.1600000000001,17220.0,644.0,1050.0,-10.005721419664686,22.473218258007982
josh,2025-09-16,7mmPRC,800,2987.4,7.8,27.6,104,8124,59.4,24.82,13.2,0.96,1.5,2025-09-16-0108,0,0.3388,True,False,False,False,640000,761.7600000000001,22080.0,768.0,1200.0,-6.6770443185508315,26.780162045217505
josh,2025-10-10,6.5PRC,600,2757.1,7.8,25.8,54,8459,59.7,24.66,18.3,0.97,1.0,2025-10-10-0271,0,0.505,True,False,False,False,360000,665.64,15480.0,582.0,600.0,15.164859509145808,20.872638454873645
not josh,2025-09-29,7mmPRC,800,2966.6,5.1,25.5,309,8105,59.7,24.63,28.8,1.01,1.5,2025-09-29-0000,1,0.3394,False,False,True,False,640000,650.25,20400.0,808.0,1200.0,16.047669971770855,-19.817222017152755
josh,2025-09-14,7mmPRC,300,2991.6,7.5,43.8,299,8168,62.2,25.04,25.9,0.84,0.5,2025-09-14-0388,0,0.5021,False,False,False,True,90000,1918.4399999999998,13140.0,252.0,150.0,21.23466136678957,-38.30834317270553
josh,2025-10-21,7mmPRC,500,2976.0,6.9,26.1,82,7590,59.8,24.86,17.2,0.96,1.0,2025-10-21-0522,1,0.5966,False,False,False,True,250000,681.21,13050.0,480.0,500.0,3.632417935057709,25.84599659415499
not josh,2025-10-04,6.5PRC,500,2763.2,7.8,16.8,6,7803,60.0,24.85,40.9,1.02,0.75,2025-10-04-0289,0,0.6601,False,False,False,False,250000,282.24,8400.0,510.0,375.0,16.707967842186992,1.7560781828965784
josh,2025-09-20,7mmPRC,500,2980.7,11.9,9.3,210,8290,62.4,24.99,18.7,1.01,0.75,2025-09-20-0506,1,0.7733,False,False,True,False,250000,86.49000000000001,4650.0,505.0,375.0,-8.05403625519528,-4.650000000000001
josh,2025-10-22,6.5PRC,600,2765.0,14.3,57.6,290,8027,62.4,24.99,14.4,0.97,1.5,2025-10-22-0438,0,0.1259,False,False,True,False,360000,3317.76,34560.0,582.0,900.0,19.700360255558536,-54.12629495726832
josh,2025-09-15,6.5PRC,400,2731.5,12.0,20.7,238,7621,60.1,24.96,21.8,0.82,1.0,2025-09-15-0073,0,0.7152,False,False,False,True,160000,428.48999999999995,8280.0,328.0,400.0,-10.969328769627344,-17.554595590438016
josh,2025-10-16,7mmPRC,500,2961.4,10.6,2.7,109,8640,62.5,25.0,11.0,0.54,0.5,2025-10-16-0156,1,0.8617,True,False,False,False,250000,7.290000000000001,1350.0,270.0,250.0,-0.879034017034323,2.5529001541181557
josh,2025-10-13,6.5PRC,800,2763.6,12.3,4.8,10,7706,62.5,24.96,29.1,1.01,1.5,2025-10-13-0223,0,0.5749,False,False,False,True,640000,23.04,3840.0,808.0,1200.0,4.727077214458598,0.8335112528012656
josh,2025-10-18,7mmPRC,300,2999.4,8.4,12.0,274,8219,62.6,24.99,23.9,0.94,1.5,2025-10-18-0376,0,0.9048,True,False,False,False,90000,144.0,3600.0,282.0,450.0,0.8370776849295026,-11.970768603117891
josh,2025-10-04,7mmPRC,700,2992.0,11.6,12.3,250,8036,62.7,25.37,23.0,1.17,0.75,2025-10-04-0320,1,0.5374,False,False,True,False,490000,151.29000000000002,8610.0,819.0,525.0,-4.206847762905723,-11.558219235666675
josh,2025-09-14,7mmPRC,600,2992.1,8.4,23.4,342,8591,60.1,24.72,14.4,0.74,0.5,2025-09-14-0402,1,0.5393,True,False,False,False,360000,547.56,14040.0,444.0,300.0,22.25472248130659,-7.230997668373775
josh,2025-10-22,7mmPRC,300,2992.5,4.8,33.9,97,8234,62.8,25.09,15.6,0.7,1.5,2025-10-22-0467,1,0.8077,False,False,False,False,90000,1149.2099999999998,10170.0,210.0,450.0,-4.131370741434496,33.64731454064082
josh,2025-10-13,7mmPRC,400,2995.7,7.8,36.3,270,8509,62.8,24.99,22.7,0.74,0.75,2025-10-13-0077,1,0.5989,False,False,True,False,160000,1317.6899999999998,14519.999999999998,296.0,300.0,-6.668201821357337e-15,-36.3
josh,2025-09-11,7mmPRC,400,2983.6,7.8,24.6,206,8542,60.3,24.56,25.4,0.75,1.5,2025-09-11-0195,1,0.8035,False,False,False,False,160000,605.1600000000001,9840.0,300.0,600.0,-22.11033353895951,-10.783930211011306
josh,2025-09-17,7mmPRC,300,2989.8,8.2,19.2,69,8221,60.5,24.59,28.0,0.65,1.0,2025-09-17-0340,1,0.865,True,False,False,False,90000,368.64,5760.0,195.0,300.0,6.8806646312697675,17.924744188746274
josh,2025-09-12,6.5PRC,800,2756.7,7.1,36.0,328,8150,62.8,24.5,18.9,0.99,1.0,2025-09-12-0479,0,0.1868,False,False,False,True,640000,1296.0,28800.0,792.0,800.0,30.52973146163133,-19.07709351239538
josh,2025-09-02,6.5PRC,600,2735.4,8.4,27.9,335,7716,60.5,24.94,30.8,0.89,0.5,2025-09-02-0471,1,0.4613,False,False,True,False,360000,778.41,16740.0,534.0,300.0,25.285987258322535,-11.791049502565508
josh,2025-10-12,6.5PRC,400,2760.7,10.9,37.5,39,7856,63.0,24.82,5.0,0.93,2.0,2025-10-12-0359,1,0.5844,True,False,False,False,160000,1406.25,15000.0,372.0,800.0,29.14297355463641,23.5995146643689
josh,2025-10-20,6.5PRC,700,2750.4,10.0,36.6,343,8156,63.0,24.7,24.9,0.84,1.0,2025-10-20-0069,0,0.1983,False,True,False,False,490000,1339.5600000000002,25620.0,588.0,700.0,35.0007540682471,-10.70080439285218
josh,2025-11-03,6.5PRC,600,2734.0,5.6,30.9,93,7019,63.1,24.7,33.1,0.85,0.5,2025-11-03-0136,1,0.4336,True,False,False,False,360000,954.81,18540.0,510.0,300.0,-1.6171810479069646,30.85765262391633
josh,2025-09-29,7mmPRC,700,2992.6,6.2,29.7,2,7815,60.5,24.74,23.0,0.87,1.5,2025-09-29-0226,0,0.4374,True,False,False,False,490000,882.0899999999999,20790.0,609.0,1050.0,29.681907562467142,1.0365150520642787
not josh,2025-11-02,7mmPRC,800,3008.1,10.9,15.6,345,7895,60.5,24.56,13.3,0.91,1.0,2025-11-02-0022,0,0.3853,False,False,True,False,640000,243.35999999999999,12480.0,728.0,800.0,15.068442890109464,-4.037577103599323
josh,2025-09-10,6.5PRC,700,2732.5,6.6,13.5,319,7924,63.3,25.01,27.5,1.16,1.5,2025-09-10-0439,1,0.613,True,False,False,False,490000,182.25,9450.0,812.0,1050.0,10.188579333007421,-8.85679689137185
not josh,2025-09-02,7mmPRC,1000,2993.1,11.5,27.3,180,8610,60.8,24.9,23.7,0.79,0.75,2025-09-02-0155,0,0.1189,False,False,True,False,1000000,745.2900000000001,27300.0,790.0,750.0,-27.3,3.3432857616722742e-15
not josh,2025-09-18,7mmPRC,500,2971.5,7.1,19.2,224,8079,61.1,25.09,28.1,0.65,0.75,2025-09-18-0371,1,0.6685,True,False,False,False,250000,368.64,9600.0,325.0,375.0,-13.8113241665021,-13.337440712812747
josh,2025-09-02,7mmPRC,400,3013.3,11.2,41.4,170,7946,63.5,24.61,17.7,1.0,0.75,2025-09-02-0232,1,0.3302,False,True,False,False,160000,1713.9599999999998,16560.0,400.0,300.0,-40.77104097470541,7.189034555410913
josh,2025-11-04,7mmPRC,1000,2989.9,8.5,28.2,279,8622,61.4,24.93,5.0,0.84,1.0,2025-11-04-0013,0,0.1779,False,False,True,False,1000000,795.24,28200.0,840.0,1000.0,4.4114519141345045,-27.852811204782885
josh,2025-09-02,7mmPRC,800,2962.7,10.9,22.5,319,7896,61.9,24.68,14.7,0.97,0.5,2025-09-02-0115,0,0.2943,True,False,False,False,640000,506.25,18000.0,776.0,400.0,16.980965555012368,-14.761328152286417
not josh,2025-10-09,7mmPRC,900,2993.4,6.9,22.8,148,7720,62.0,24.89,17.7,0.53,1.0,2025-10-09-0112,0,0.303,False,False,True,False,810000,519.84,20520.0,477.0,900.0,-19.335496592366514,12.082159224517072
josh,2025-10-30,7mmPRC,700,3004.7,7.1,31.8,256,8038,63.7,24.77,28.7,0.74,0.75,2025-10-30-0113,0,0.3907,False,False,False,False,490000,1011.24,22260.0,518.0,525.0,-7.693116280069436,-30.855404095576688
not josh,2025-10-10,7mmPRC,700,3007.0,8.9,30.6,301,7766,63.7,24.79,32.3,0.74,1.5,2025-10-10-0523,0,0.3378,True,False,False,False,490000,936.3600000000001,21420.0,518.0,1050.0,15.760165092247657,-26.229319401484638
josh,2025-09-20,7mmPRC,400,2987.3,12.0,15.6,303,7754,62.1,24.45,17.6,1.11,1.5,2025-09-20-0180,1,0.8155,False,False,False,False,160000,243.35999999999999,6240.0,444.00000000000006,600.0,8.496368946234416,-13.083260859948618
josh,2025-09-05,6.5PRC,600,2785.0,11.2,12.0,29,7160,64.0,24.64,15.8,0.83,1.5,2025-09-05-0009,0,0.7213,True,False,False,False,360000,144.0,7200.0,498.0,900.0,10.495436485672748,5.817715442956045
josh,2025-09-02,7mmPRC,300,2993.6,5.7,32.4,170,8517,64.1,24.43,10.3,0.96,0.5,2025-09-02-0305,1,0.6896,True,False,False,False,90000,1049.76,9720.0,288.0,150.0,-31.907771197595537,5.626200956408541
josh,2025-10-11,7mmPRC,700,2991.8,11.4,24.3,295,9153,62.3,24.84,5.0,0.74,1.5,2025-10-11-0385,0,0.4759,True,False,False,False,490000,590.49,17010.0,518.0,1050.0,10.269623760299,-22.023279224990592
josh,2025-09-19,7mmPRC,700,2987.2,12.3,17.7,52,7938,62.3,24.9,36.4,0.92,1.0,2025-09-19-0408,0,0.5133,False,False,True,False,490000,313.28999999999996,12390.0,644.0,700.0,10.897208113264151,13.94779033883898
not josh,2025-10-26,6.5PRC,500,2729.2,13.4,42.0,342,7689,64.4,25.02,15.3,1.12,0.5,2025-10-26-0286,0,0.2082,False,False,True,False,250000,1764.0,21000.0,560.0,250.0,39.944373684396446,-12.978713763747802
josh,2025-10-23,6.5PRC,600,2731.3,12.9,42.3,335,7560,64.5,24.65,13.7,1.1,0.5,2025-10-23-0084,0,0.1992,False,False,True,False,360000,1789.2899999999997,25380.0,660.0,300.0,38.336819391650295,-17.876752471631576
josh,2025-10-14,7mmPRC,900,2998.3,12.6,37.2,173,7722,64.5,25.0,5.0,0.85,1.5,2025-10-14-0120,0,0.1535,False,False,True,False,810000,1383.8400000000001,33480.0,765.0,1350.0,-36.92271684105718,4.533539574671489
josh,2025-10-28,6.5PRC,500,2771.8,10.0,45.3,85,8025,64.6,24.79,13.8,0.97,1.0,2025-10-28-0361,0,0.2973,True,False,False,False,250000,2052.0899999999997,22650.0,485.0,500.0,3.9481551464689133,45.12761982355607
josh,2025-09-01,7mmPRC,700,2979.8,8.1,6.3,347,8022,64.7,25.04,12.7,0.72,1.0,2025-09-01-0015,1,0.7286,True,False,False,False,490000,39.69,4410.0,504.0,700.0,6.1385314081469815,-1.4171916423663515
josh,2025-10-21,6.5PRC,700,2736.2,7.2,16.5,50,7450,62.4,24.95,5.0,0.96,1.5,2025-10-21-0105,1,0.6318,False,False,False,False,490000,272.25,11550.0,672.0,1050.0,10.6059955598279,12.639733311463138
josh,2025-10-10,7mmPRC,600,3002.8,9.3,52.2,203,8086,64.9,24.64,16.5,0.9,1.5,2025-10-10-0143,0,0.2014,True,False,False,False,360000,2724.84,31320.0,540.0,900.0,-48.05035335021739,-20.39616490714008
not josh,2025-09-16,6.5PRC,600,2748.8,10.1,29.7,13,8560,62.8,24.93,5.0,0.85,2.0,2025-09-16-0378,0,0.4456,True,False,False,False,360000,882.0899999999999,17820.0,510.0,1200.0,28.938790924121488,6.68104631401279
josh,2025-11-02,7mmPRC,700,2997.6,11.1,19.5,307,8288,62.8,24.92,26.0,0.4,0.5,2025-11-02-0583,0,0.5608,False,False,False,False,490000,380.25,13650.0,280.0,350.0,11.735392951464934,-15.573392445922215
josh,2025-10-13,7mmPRC,500,2995.9,8.2,24.9,161,8232,63.2,24.95,25.6,0.86,0.75,2025-10-13-0142,1,0.6413,False,False,True,False,250000,620.0099999999999,12450.0,430.0,375.0,-23.543412532422987,8.106647045983198
josh,2025-09-12,6.5PRC,600,2763.2,13.0,28.5,358,8064,63.2,24.91,16.8,0.97,1.5,2025-09-12-0542,1,0.4807,False,False,False,False,360000,812.25,17100.0,582.0,900.0,28.48263857004423,-0.9946356560212735
josh,2025-09-16,7mmPRC,500,3006.5,6.0,35.7,167,8173,65.1,24.89,29.9,0.87,1.5,2025-09-16-0173,1,0.5862,False,False,False,False,250000,1274.4900000000002,17850.0,435.0,750.0,-34.7850113128329,8.030752640075988
josh,2025-10-26,7mmPRC,600,2991.5,7.8,10.8,335,8100,65.1,24.76,5.9,1.05,1.0,2025-10-26-0334,0,0.6903,False,False,False,True,360000,116.64000000000001,6480.0,630.0,600.0,9.788124099995821,-4.564277226799552
josh,2025-10-17,7mmPRC,600,2976.7,11.3,5.4,0,8101,65.1,25.09,14.2,0.72,0.5,2025-10-17-0502,1,0.7514,True,False,False,False,360000,29.160000000000004,3240.0,432.0,300.0,5.4,0.0
josh,2025-10-04,6.5PRC,500,2759.4,6.2,7.2,351,8302,65.3,24.72,10.7,0.85,1.0,2025-10-04-0337,0,0.8581,False,False,True,False,250000,51.84,3600.0,425.0,500.0,7.111356052284991,-1.1263281482896639
not josh,2025-09-01,7mmPRC,700,2992.0,5.1,11.7,194,8215,65.5,24.46,25.0,0.69,0.75,2025-09-01-0552,0,0.6395,False,False,False,False,490000,136.89,8189.999999999999,482.99999999999994,525.0,-11.352459997429158,-2.8304861785161095
josh,2025-09-17,6.5PRC,600,2744.3,8.7,47.7,72,7342,65.7,24.6,29.1,1.01,0.75,2025-09-17-0355,0,0.2134,False,False,False,False,360000,2275.2900000000004,28620.0,606.0,450.0,14.740110631684994,45.365395827278824
josh,2025-09-26,6.5PRC,700,2762.8,7.1,57.9,0,7912,65.7,24.91,38.8,1.11,2.0,2025-09-26-0230,0,0.1073,False,False,False,True,490000,3352.41,40530.0,777.0000000000001,1400.0,57.9,0.0
not josh,2025-10-20,6.5PRC,300,2749.5,10.2,34.2,245,8351,65.8,24.69,27.9,0.81,1.0,2025-10-20-0311,1,0.6188,False,False,True,False,90000,1169.64,10260.0,243.00000000000003,300.0,-14.453544551531913,-30.99572631665344
josh,2025-10-29,6.5PRC,800,2751.0,5.7,52.2,104,7791,65.8,24.88,16.3,0.8,1.0,2025-10-29-0281,0,0.0962,False,False,False,True,640000,2724.84,41760.0,640.0,800.0,-12.628322950302659,50.64943691160702
not josh,2025-09-22,7mmPRC,700,2974.9,12.1,18.3,0,7867,63.4,24.7,15.3,1.0,2.0,2025-09-22-0207,0,0.4496,False,False,False,True,490000,334.89000000000004,12810.0,700.0,1400.0,18.3,0.0
not josh,2025-09-09,6.5PRC,700,2762.3,11.3,27.6,70,7687,63.5,25.04,19.5,1.06,1.0,2025-09-09-0567,0,0.2593,True,False,False,False,490000,761.7600000000001,19320.0,742.0,700.0,9.43975595578846,25.93551633369107
josh,2025-10-19,7mmPRC,700,2981.2,10.1,29.4,310,8296,63.6,25.12,9.3,0.84,1.0,2025-10-19-0107,1,0.3583,True,False,False,False,490000,864.3599999999999,20580.0,588.0,700.0,18.897955724784254,-22.521706627697956
not josh,2025-10-12,6.5PRC,600,2747.9,10.2,34.8,140,7770,66.0,24.69,25.7,1.03,1.0,2025-10-12-0272,1,0.2678,True,False,False,False,360000,1211.0399999999997,20880.0,618.0,600.0,-26.658346620540428,22.369008817091572
josh,2025-09-16,7mmPRC,700,2969.8,4.7,8.1,108,7900,66.0,24.62,16.2,1.11,1.0,2025-09-16-0006,1,0.7163,False,False,False,False,490000,65.61,5670.0,777.0000000000001,700.0,-2.5030376544370734,7.703557781990744
not josh,2025-10-15,7mmPRC,300,2988.7,8.7,23.1,226,8143,63.8,24.95,7.7,0.64,1.0,2025-10-15-0319,1,0.7828,True,False,False,False,90000,533.61,6930.0,192.0,300.0,-16.04660835760284,-16.616749387822843
josh,2025-10-22,7mmPRC,900,2983.6,2.9,9.3,330,8650,66.0,24.65,18.3,0.85,0.75,2025-10-22-0203,0,0.4972,False,False,False,True,810000,86.49000000000001,8370.0,765.0,675.0,8.054036255195278,-4.650000000000005
josh,2025-09-13,7mmPRC,400,3004.9,11.9,5.7,347,8448,66.1,24.48,19.8,0.92,1.0,2025-09-13-0092,1,0.8801,False,False,True,False,160000,32.49,2280.0,368.0,400.0,5.55390936927584,-1.2822210097600324
not josh,2025-10-30,6.5PRC,600,2745.8,6.5,33.6,152,7597,66.1,24.91,38.4,0.91,1.0,2025-10-30-0088,0,0.3625,False,False,True,False,360000,1128.96,20160.0,546.0,600.0,-29.667039120059947,15.774244509605928
not josh,2025-11-01,6.5PRC,600,2748.2,11.8,12.0,246,7413,66.1,24.58,9.0,1.12,1.5,2025-11-01-0553,0,0.5973,True,False,False,False,360000,144.0,7200.0,672.0000000000001,900.0,-4.880839716909601,-10.96254549171121
josh,2025-10-20,6.5PRC,900,2750.5,13.3,15.9,192,8222,64.1,24.89,21.3,0.85,1.0,2025-10-20-0590,0,0.3369,False,False,True,False,810000,252.81,14310.0,765.0,900.0,-15.55254685166751,-3.3057958840023765
not josh,2025-09-06,7mmPRC,900,2971.2,10.9,37.5,149,8175,66.1,24.71,11.5,1.06,1.5,2025-09-06-0375,0,0.0988,True,False,False,False,810000,1406.25,33750.0,954.0,1350.0,-32.143773776329205,19.31392780912704
not josh,2025-09-08,7mmPRC,700,2966.2,12.7,24.3,71,8531,64.2,24.89,23.6,0.99,1.0,2025-09-08-0153,0,0.3241,False,False,True,False,490000,590.49,17010.0,693.0,700.0,7.911306153308909,22.976101387063398
josh,2025-10-20,6.5PRC,700,2756.6,10.7,30.6,139,7787,66.2,24.65,23.7,1.08,0.5,2025-10-20-0210,0,0.2759,False,False,True,False,490000,936.3600000000001,21420.0,756.0,350.0,-23.094113154816824,20.075406287109523
josh,2025-11-04,7mmPRC,500,2991.3,5.9,25.2,90,8353,64.9,24.91,34.1,1.04,1.5,2025-11-04-0349,1,0.693,False,False,True,False,250000,635.04,12600.0,520.0,750.0,1.543054966925665e-15,25.2
josh,2025-09-06,7mmPRC,600,2979.5,8.0,25.2,87,7872,65.0,25.12,15.1,0.93,1.0,2025-09-06-0219,0,0.5278,True,False,False,False,360000,635.04,15120.0,558.0,600.0,1.318866097322188,25.16546427581526
josh,2025-10-09,6.5PRC,400,2759.8,8.6,14.1,68,7471,66.3,25.07,16.0,0.91,1.0,2025-10-09-0448,1,0.7638,False,True,False,False,160000,198.81,5640.0,364.0,400.0,5.281952967164359,13.073292349391702
not josh,2025-10-11,6.5PRC,600,2774.5,8.1,21.0,214,7535,65.0,24.65,18.1,1.12,1.5,2025-10-11-0352,1,0.5348,False,False,True,False,360000,441.0,12600.0,672.0000000000001,900.0,-17.409789023655875,-11.74305097288568
josh,2025-10-20,7mmPRC,400,2994.4,8.8,16.8,114,7630,65.1,24.84,25.6,0.58,0.75,2025-10-20-0240,1,0.8366,False,False,True,False,160000,282.24,6720.0,231.99999999999997,300.0,-6.833175603673444,15.347563688395695
not josh,2025-09-03,7mmPRC,400,2996.7,1.2,31.8,327,8032,66.8,24.8,18.1,0.83,1.0,2025-09-03-0510,0,0.6461,True,False,False,False,160000,1011.24,12720.0,332.0,400.0,26.669724060664485,-17.319521313477857
josh,2025-09-02,7mmPRC,700,2987.7,1.9,44.7,111,8133,66.8,25.09,23.0,1.14,1.0,2025-09-02-0469,0,0.161,False,True,False,False,490000,1998.0900000000001,31290.000000000004,797.9999999999999,700.0,-16.019047344674924,41.73104506442492
josh,2025-10-29,6.5PRC,400,2737.3,12.3,28.2,79,8129,65.9,24.84,32.0,1.04,0.75,2025-10-29-0264,1,0.6021,False,False,True,False,160000,795.24,11280.0,416.0,300.0,5.380813669618567,27.681886573224123
josh,2025-10-07,7mmPRC,600,2987.1,8.1,16.2,66,8266,65.9,24.86,16.8,0.63,0.75,2025-10-07-0263,1,0.7045,False,False,True,False,360000,262.44,9720.0,378.0,450.0,6.589133617827963,14.799436413810133
josh,2025-09-17,7mmPRC,600,2972.5,5.8,40.2,286,7980,67.0,24.63,27.6,0.64,1.5,2025-09-17-0465,0,0.45,False,False,True,False,360000,1616.0400000000002,24120.0,384.0,900.0,11.080621703843375,-38.64272017672042
not josh,2025-10-24,6.5PRC,900,2766.2,10.0,26.4,114,7471,66.0,24.81,7.0,0.94,2.0,2025-10-24-0052,0,0.2178,True,False,False,False,810000,696.9599999999999,23760.0,846.0,1800.0,-10.737847377201126,24.11760008176466
josh,2025-09-09,6.5PRC,300,2749.1,11.8,3.0,130,7319,67.3,24.41,15.5,0.98,1.5,2025-09-09-0443,1,0.928,True,False,False,False,90000,9.0,900.0,294.0,450.0,-1.9283628290596182,2.298133329356934
josh,2025-09-16,6.5PRC,700,2750.1,7.7,21.0,0,7396,66.1,24.92,44.7,0.83,1.5,2025-09-16-0299,1,0.5463,True,False,False,False,490000,441.0,14700.0,581.0,1050.0,21.0,0.0
not josh,2025-10-18,7mmPRC,500,2992.0,7.6,32.1,103,8479,67.3,24.75,5.0,1.0,1.0,2025-10-18-0122,1,0.4366,True,False,False,False,250000,1030.41,16050.0,500.0,500.0,-7.220928844438068,31.277279079606053
josh,2025-10-17,6.5PRC,500,2745.3,7.3,32.7,186,7448,67.7,25.21,34.9,0.65,0.75,2025-10-17-0430,1,0.5417,True,False,False,False,250000,1069.2900000000002,16350.000000000002,325.0,375.0,-32.52086597854254,-3.4180807488522698
josh,2025-09-06,7mmPRC,700,2967.7,9.3,35.1,204,8739,67.7,24.73,11.1,0.85,1.0,2025-09-06-0050,0,0.2706,False,False,False,True,490000,1232.01,24570.0,595.0,700.0,-32.06544556325529,-14.276456171960588
josh,2025-09-06,6.5PRC,700,2737.0,9.5,15.0,316,7424,67.7,24.88,5.0,0.93,0.75,2025-09-06-0053,1,0.5556,False,False,True,False,490000,225.0,10500.0,651.0,525.0,10.790097005079764,-10.419875556884964
josh,2025-09-29,6.5PRC,700,2742.5,7.5,39.6,341,8202,67.8,24.71,17.6,0.79,1.0,2025-09-29-0266,0,0.2374,False,False,False,True,490000,1568.16,27720.0,553.0,700.0,37.44253559373295,-12.892498916503406
josh,2025-10-03,7mmPRC,700,2994.3,6.3,3.0,176,8322,67.8,24.76,8.5,0.87,0.5,2025-10-03-0292,0,0.7494,False,False,True,False,490000,9.0,2100.0,609.0,350.0,-2.9926921507794724,0.20926942123237657
not josh,2025-09-08,7mmPRC,500,2994.7,15.8,26.4,357,7967,66.2,24.71,6.1,0.99,0.5,2025-09-08-0390,0,0.4034,False,False,True,False,250000,696.9599999999999,13200.0,495.0,250.0,26.363819717520748,-1.3816692448137313
josh,2025-09-13,7mmPRC,800,3005.5,10.2,33.3,306,7929,67.9,24.95,14.2,0.96,0.75,2025-09-13-0082,1,0.2239,False,False,False,False,640000,1108.8899999999999,26639.999999999996,768.0,600.0,19.573248901339348,-26.940265912685753
josh,2025-09-04,6.5PRC,900,2762.8,8.0,16.5,2,7854,66.2,24.64,19.3,0.93,0.5,2025-09-04-0273,1,0.3145,True,False,False,False,810000,272.25,14850.0,837.0,450.0,16.48994864581508,0.575841695591266
not josh,2025-09-16,7mmPRC,400,2990.8,5.8,15.0,322,8319,68.3,24.68,29.9,1.08,0.75,2025-09-16-0061,1,0.6829,False,True,False,False,160000,225.0,6000.0,432.0,300.0,11.82016130410083,-9.234922129884872
not josh,2025-10-14,7mmPRC,700,2963.4,10.0,38.4,1,8154,68.3,24.66,18.8,0.53,0.75,2025-10-14-0106,0,0.2294,False,False,True,False,490000,1474.56,26880.0,371.0,525.0,38.39415149400542,0.6701724071916868
josh,2025-09-16,7mmPRC,1000,2987.3,11.2,24.6,354,7864,66.2,24.92,20.9,0.89,1.0,2025-09-16-0123,0,0.1847,False,False,True,False,1000000,605.1600000000001,24600.0,890.0,1000.0,24.465238626059524,-2.5714001963842743
josh,2025-10-15,7mmPRC,800,2961.0,12.8,41.7,73,8208,68.4,24.91,13.6,0.96,0.75,2025-10-15-0276,0,0.1271,False,False,True,False,640000,1738.8900000000003,33360.0,768.0,600.0,12.191900086938125,39.87790832365858
josh,2025-10-03,6.5PRC,900,2752.0,9.1,24.0,273,7876,66.5,25.22,11.5,1.12,1.0,2025-10-03-0206,0,0.2419,False,False,True,False,810000,576.0,21600.0,1008.0000000000001,900.0,1.2560629498306546,-23.967108834109773
not josh,2025-10-26,7mmPRC,1000,2968.9,8.0,39.3,264,7765,68.5,25.04,20.8,0.96,0.75,2025-10-26-0425,0,0.0592,True,False,False,False,1000000,1544.4899999999998,39300.0,960.0,750.0,-4.107968606418777,-39.08471048797314
josh,2025-10-23,6.5PRC,600,2772.0,6.4,42.3,299,8106,68.7,24.63,21.5,0.86,2.0,2025-10-23-0291,0,0.3051,False,True,False,False,360000,1789.2899999999997,25380.0,516.0,1200.0,20.507446936420067,-36.99641361199643
not josh,2025-09-13,7mmPRC,700,3021.2,9.7,41.1,155,8227,68.7,24.79,18.3,0.69,1.5,2025-09-13-0032,0,0.2128,True,False,False,False,490000,1689.21,28770.0,482.99999999999994,1050.0,-37.24925004720632,17.36961055754275
